betriebstag;linie_railml;zugnummer;bhf;planzeit_an;planzeit_ab;ibnr;bhflang;x_koord;y_koord;betriebstag_vorher;linie_railml_vorher;zugnummer_vorher;bhf_vorher;planzeit_an_vorher;planzeit_ab_vorher;ibnr_vorher;bhflang_vorher;x_koord_vorher;y_koord_vorher;fahrtzeit_ersatzbus;Linienverlauf
2023-01-24;DLr;29703.0;FMZ;;05:27:00;8000240.0;Mainz Hbf;8.25965;50.00225;;;;;;;;;;;;
2023-01-24;DLr;29703.0;FOPP;05:47:00;;8004680.0;Oppenheim;8.35942;49.85894;2023-01-24;DLr;29703.0;FMZ;;05:27:00;8000240.0;Mainz Hbf;8.25965;50.00225;0 days 00:29:00;_aepHyelq@XRf@w@x@q@b@HDMDUHmDBWH_@uBgA|A{Gz@aD`AmGPs@hDaHpD_Ih@aA|@qALMJ@HEr@o@r@cCd@mA\]`@QjD}@v@u@Zw@XcBz@_D^gAD[IuA_@uCCuADi@Pi@tBkCrByDXs@Nk@PiAFqA?c@Ck@Qy@aCsGfAqArByBpC}BpBsADIJgAPiEL}AT_B|Hw^v@mCzCoJxByGl@_Br@cBpB_E|GoMrCsGhAmClAaCxD{KjDaIvD_HbQaXh@u@lBuBbAcAtAgAbBgAhBaAjAi@d@O~C]zA@jATfFvAnDt@vAP`BBdAGf@IdB_@n@WnAq@|AmAfAiAhA}A~@cBhAuCp@{Br@mD^cDNuBRcITsFLeBV{B^{B^{A`A_DZq@r@yAn@eAxAqBxA_BvAwAzDaDd{@iq@xG}ExGcE`G{ClCeAdBm@hCq@lAWhCa@tBUjBKfDIjC?rJLvG?nCKxCWhDe@nE{@vu@uQhQwEdFyAdDqAXUhEeApLgCp[eGnCYlBIbA?dCHnCZdHrApCb@zNfAdBXnBd@jA^zHzCtCv@vATxANzFXh@JzANp@RpCvArQlNrBbAxCfAnm@hKtGx@xIf@jDH~BMzDg@zE{@`Be@xUuJvAqAlFwAfCWfAe@dAYxGuAf@Qz@m@vAsA\a@bCuDlK_QlCeEj@w@n@s@|D}Cv@g@h@O|B]NIxDmEzCuDZg@H[`@cCPi@L[nEaG~BsCt@u@jAy@`UcMrDeB{@qFg@mCcA`AIP
2023-01-24;DLr;29712.0;FW;;07:55:00;8000250.0;Wiesbaden Hbf;8.24465;50.07194;;;;;;;;;;;;
2023-01-24;DLr;29712.0;FMZ;08:04:00;;8000240.0;Mainz Hbf;8.25965;50.00225;2023-01-24;DLr;29712.0;FW;;07:55:00;8000250.0;Wiesbaden Hbf;8.24465;50.07194;0 days 00:18:00;{trpHqfiq@j@X`@vSL~@Nb@FHPHdCp@zAXhABh@E`Cq@hZcFzXkErPoCxFcAbDe@h@Cf@BbATtBn@tClAzZ`JlAXlALpAAZaENqATsAlAcGfAoDxGaQhDoJzBsFhBsCrMaTj@aAbAmBdA{Ab@c@fBsAfLyGrNuIvG{DpKwG|QyKjEaDpGgFfTkQvF{FxYc[zEwEdEyDjMyKZMRCV@bBTl@NlB@d@GbBe@bEkBrCm@`@Od@DTHVRZd@bOnf@Bj@Ap@I\WZiCvBu@j@Ob@AR@THPtA`BPJl@z@zUxZfIhKVt@H`@B^EvEOfHC`@m@_@{CuAI\CXExCALQRYLy@p@g@v@YS
2023-01-24;DLr;29716.0;FF;;08:59:00;8000105.0;Frankfurt(Main)Hbf;8.66477;50.10829;;;;;;;;;;;;
2023-01-24;DLr;29716.0;FGM;09:04:00;;8002046.0;Frankfurt-Griesheim;8.60712;50.09545;2023-01-24;DLr;29716.0;FF;;08:59:00;8000105.0;Frankfurt(Main)Hbf;8.66477;50.10829;0 days 00:09:00;qxypHai{s@j@tBs@jEkD`Kq@tAT~@bBbGvA~D~\bkA~A`IVlAJPvAfBdYxaAd@nAf@fA|DpJxDlKvChJ~BxINr@NjADdA?nL?b@I|@Qz@Qb@]h@WTa@T_DtAUPY\KRYp@Mr@Er@CrBAvODbGC~A?xABjA?jMEz@?p@DnA?xL|E[
2023-01-24;DLr;29733.0;FKIR;;23:23:00;8000652.0;Kirchheimbolanden;8.02307;49.66672;;;;;;;;;;;;
2023-01-24;DLr;29733.0;FALZ;23:32:00;;8000007.0;Alzey;8.10861;49.75168;2023-01-24;DLr;29733.0;FKIR;;23:23:00;8000652.0;Kirchheimbolanden;8.02307;49.66672;0 days 00:20:00;eqcnHq_~o@_D~@kE`Ad@lENx@A|@ERKPm@^iBDoI`@{BVuBd@gA\wBlAuAfA_BzAYZaB~B}@|AoEnJo@dA}@jBKFSAKHENAP@TEXm@pAUx@sErJaB~CiCvDwB|B}AnAuBnAy@\gBl@k@JwBVoAFcB?mBOcCi@aBk@qAo@gAu@oB_BwCeDsBwCgBoCmBgD}BkEiEiJaB_EgDiJwDuLyD_MoIwYsDwJkE{HcFmHyCyEcCgFmAcDeAsD}@aEgG{\qA{FsI{XqKe\eIoWeBgFa]mfAc@iAg@aA_AwA}@aAiEmDwA}Aw@kAq@yAs@{Ba@sBWoBMyBScII_BKaBK_AM{@[yAiA}DqAcEy`@moAuJqZe@kAcBoC}B_DoFyGqXo]eCeD}CkDiCmCaGwFyG{GqFmFw@{@iByC_@e@YSoCiAwA{@qAm@eEsAa@a@AYGQIGS@GFGTgA^YCIHGLEPRnCRbE\zIdAhIB\ARIVMNeElCk@XKLEH?^f@vBuGnEc@T]A{@Oy@Qo@UgAaAaBkBaKuMeGuHO^OFKCa@g@
2023-01-24;DLr;29736.0;FALZ;;05:00:00;8000007.0;Alzey;8.10861;49.75168;;;;;;;;;;;;
2023-01-24;DLr;29736.0;FKIR;05:12:00;;8000652.0;Kirchheimbolanden;8.02307;49.66672;2023-01-24;DLr;29736.0;FALZ;;05:00:00;8000007.0;Alzey;8.10861;49.75168;0 days 00:20:00;g|snHubop@`@f@JBNGN_@dGtH`KtM`BjBfA`An@Tx@Pz@N\@b@UtGoEg@wB?_@DIJMj@YdEmCLOHW@SC]eAiI]{IScESoCDQFMHIz@Hf@CDHNJHANMfCr@dBl@pAl@vAz@nChAXR^d@hBxCv@z@pFlFxGzG`GvFhClC|CjDdCdDpXn]nFxG|B~CbBnCd@jAtJpZx`@loApAbEhA|DZxALz@J~@J`BH~ARbILxBVnB`@rBr@zBp@xAv@jAvA|AhElD|@`A~@vAf@`Ab@hA`]lfAdBfFdInWpKd\rIzXpAzFfGz\|@`EdArDlAbDbCfFxCxEbFlHjEzHrDvJnIvYxD~LvDtLfDhJ`B~DhEhJ|BjElBfDfBnCrBvCvCdDnB~AfAt@pAn@`Bj@bCh@lBNbB?nAGvBWj@KfBm@x@]tBoA|AoAvB}BhCwD`B_DrEsJ\k@p@wALKREHKBO?YDS|@mBd@qAnEoJ|@}A`B_CX[~A{AtAgAvBmAfA]tBe@zBWnIa@vDI@JJRPDJEHMBQ?OCOGKIEKAIDYqAOy@e@mEjEaA~C_A
2023-01-24;DLr E;76646.0;SSH;;05:52:00;8000323.0;Saarbrücken Hbf;6.99177;49.24212;;;;;;;;;;;;
2023-01-24;DLr E;76646.0;STM;06:35:00;;8000154.0;Türkismühle;7.11507;49.58129;2023-01-24;DLr E;76646.0;SSH;;05:52:00;8000323.0;Saarbrücken Hbf;6.99177;49.24212;0 days 01:19:00;{qpkHgpti@Ah@uAOKjDPB?DTTF`@u@hXK~@KNMRg@NsAFEEWAOOGEMCMHGX?NJZHp@LlCLjAb@jFDnAAnAA^q@FaENg@Di@R}@z@}AxC]l@yH~Da@P[DUAMEiD_B_A]oBU[BYHi@Zs@l@[\oA~AuDtFe@|@sBhFIPg@d@q@Z_@Lc@DgAD{Ad@o@LgEl@iE@q@IgDo@_DSy@@yAZoAb@]FSBa@QQS}@sBsA}EO_Ag@sD_@_EUcAqAuD{@sAa@g@k@Uc@Ik@?iDZi@Om@_Ay@kAi@m@gBg@[SOQSmAS_B]_BYm@OQ_@EW@o@\s@V}@F]Is@_@a@s@gC}DqAgB{BoBmF}CqBYkBo@mBkA}AwA_B_A[YcHmKoBoBu@]}B_AmDwBcA{@kAoByJqQyAuBg@][Ku@EqEHo@E_@Ku@e@SSe@i@_@u@Uw@OcACu@?_DCiAEu@W}@Ue@]g@sBcCeF}CaFiDcCsBiA{Ae@}@[y@oB{FiA{Da@eBm@oEcAgOMuAa@wBAgAMUe@MUM}@cAeA{@iBw@gD{@kAe@u@a@_B}AaCyCcBmBw@o@o@_@gDaAaI{@cCQiASg@Q_EqCy@]}Bm@iAg@_Aw@u@eAq@eBWy@UcA]sCcAwLM{@c@gBo@iBYi@iAuCYm@i@{@a@e@eAaAmC_C}AaBcBqBsAcC]_AUu@YaBQmBCkBHoGG}AI}@Mu@a@wAa@_Ag@s@iAiAu@eAkLeOcKoNcFgN}@{BqBgEqAaCk@uA{@eDQgAm@yFoA{KQwAY_Bc@sBg@iBw@yBaAeCuAiCa@o@kBuBcByAmAy@y@a@uC}@aBWs@EgH?}DQuAU}DuA_AYcAO{AGwAFcFz@oAFeBAgAGaAO_@K_Ac@{@m@m@q@Ya@g@cAOg@]mA]wBQy@g@uAUa@cAoA_@YiAc@wAWy@CsB?}HPsANmA`@}@h@a@\}@hAWf@g@lAg@hBQx@oJng@mAbHa@hBi@rBaAtBS^OCG@KPAX@Ju@jAgA`Ae@X_Ab@i@PcBZeAB_BSy@[{@e@eC_Bs@m@}BkCc@_@OIo@S]AAIGOMEKFEPAHi@AkCN_@E_AWaAUoAM{BG_BDy@Cq@Y_EmCg@i@YEc@Tk@aAuDwD[QiA_@sAm@qBgAc@_@aFmGoCgCu@}@aDeCiFkGeCmCa@e@gBqCqDuEc@o@e@eASs@UiAg@qDGs@Cy@A{@JsD?q@UgGAkHKw@]eAcEzHq@dAiB`CuCbCk@NwB?g@Dc@PWRW^Sf@Or@[vBK`@c@v@YZ]RYJ[BiBQS?m@HSJg@h@Y`@cBzCc@j@i@ZgEx@k@NWJe@`@Yj@Ql@e@pCUhBq@vGObAKXSHaAFOL{AxBy@n@q@Pg@@_@EaAQm@CiBn@UDeCHMDkEfDQDW?GSO?Ka@u@}GU{@O]k@k@UIQCk@FWLe@j@[h@aAdC}@vCg@fAo@r@cCjBgAt@}CnCo@`@_A\sAXu@f@_@`@q@|@Uf@IXSrAEf@Az@NdDF|DGbCOBIPAJ@VJNM`@Yx@oFtJUn@Kf@C`@?d@EB{@nCm@|@]^YRYPs@VaBb@_A`@_@XgAlAg@^aG`Au@ZYRw@v@[d@c@|@_@fA}AbHa@nAcAxBcAjBi@tAu@|Bq@dA[Zi@\[JYDWCOGa@_@cLiVc@y@SKS?KDc@d@QJQFQ?c@MOOKSI[SiAY_Au@_BUO[BUR{@vASf@SjAC^?v@R`CTtBXbBHx@@v@Mt@KV_@b@c@PuIjCeFhAm@VYPg@f@a@j@Wr@YfAu@bEQrCI|B@fAJdAl@lDFd@BdAEhAc@vCiBlK[hAeBfEk@hBuApG]hAa@jA{@xAcAlAcL`JaAfAg@r@g@x@yAzCa@l@[Xa@R]Jo@D}BDe@HYLs@h@]f@Sb@y@vBS^e@l@UNSJi@FgCEaAL_A`@s@h@sAp@_ATmAHoCKaAI[KSOyAoAa@Ui@?WNwDnCk@f@uAlB]t@{@rCk@lA_@bAy@pCU~@YIQ?SN{B`FQP]HYCy@UuFaDoC{AcAOcAD_@JoBdAcAd@UFg@D{AGk@BSFm@`@oBhCe@^gAf@aBj@]Dy@@_Iu@s@B}@Ns@V[Ro@l@y@jAUb@_@hA_@xA_@dB[jBmC~Qk@~Cs@vCs@lCa@pA_AtBw@fAsDvD{@v@e@ZaA\}BTcGCyCa@kA[qBaAsZ{TcBuA}J}JkB}AcI_Gi@]e@UeHaCcAo@]c@i@u@wFaJkAuBeBiDc@q@gCeDu@oAkGoLg@qAOi@gAeGiAyDQy@]_Ca@iBuBmG_@oA]yA{BqLmC{K}D{JaAwAqBgC_CqB{@e@c@O[EwCC_@GsAi@aAy@gJkJgB_Bq@Y{Bo@mAo@Y[Ya@o@iAi@gAqAuCq@oAq@w@w@q@oAaAyBwAk@MqC@yG]sAAcA@aIh@s@KoBg@_@QgCwBa@WkCqA_EmCa@e@yAqB]Yy@Ss@CiAQYKsA}@oBgAa@l@cO~M_@`@U\ECM?IJAHg@MuABgCd@WAiBY}AYMGMOOc@Os@{@qGm@mD_AqDW_AWi@a@q@y@eAw@q@}BqAoA]_C[g@Cm@Bs@Ly@Tu@`@iAx@i@h@iA~Ak@hAk@rAo@hBy@nC}CtNaAtDi@~AcA|BYf@c@p@i@r@m@p@}BbBg@TsA`@y@P_BNoA?w@CcYiB{BUiAQiEgAkCw@iD}@uAi@gBc@cFw@]OeAw@[e@Uc@q@oBm@qCe@}Aa@cA_@u@g@o@o@s@_B{AcAk@m@S{Ey@wDUaTo@_ADiO`AiABgACeDOmLcAkIk@qEa@{BK_C?yBPqAT{M|CkDp@m]fIw@DYEo@[WUe@m@Qa@kA{DgCoJ]kBeBuMYiB]_Bg@}Ay@cBu@}@}DwDm@s@k@_Am@mAk@yAwFgQ_@gAi@qA]s@eGuKgLgSyA}BaAoAYo@G[I}@@cCBq@Fo@PgAdAkFDe@@c@I{AUaCg@yCU_A[aA{JmUkBaFkA}DmA{Ei@eC_Ha_@c@wBa@}AWo@k@gAw@eA_DuCeBqBsC{CsQwOqCkC[a@oIkLi@}@uAmCkEuJi@cAs@y@i@g@oEiDg@Qk@CmATW?WCo@W_AWq@]g@m@]q@Sq@e@gCOm@a@u@uBgD]_AOo@o@yCWeBm@uHs@_GuAqK[sASe@e@w@aG}GoBmCw@sAm@kAm@iBUqAWqBI_@[gAsEwLo@gAUSUMu@K}@D{Ch@qANq@@q@IUIsFkCgAi@k@e@BYAMIQMEIBIH}DkEf@yAw@eAU}@}@iA
2023-01-24;DLr E;76840.0;SNK;;07:20:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;;;;;;;;;;;;
2023-01-24;DLr E;76840.0;SSWD;07:31:00;;8005659.0;St. Wendel;7.16634;49.46749;2023-01-24;DLr E;76840.0;SNK;;07:20:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;0 days 00:25:00;klflH_{xj@Pp@`@SFDBTHH^QHSIyBSwDKWGGKAYBQLHb@ATBf@ATCNMTWAa@Ik@]cFuD[QcA]k@GuDJ_BKqA[kBw@oAUeD]k@?wANY?_@IQKi@c@{AoC]]]O_@?_CR]IUSUa@mAsFWy@g@uAy@}Ae@o@{AiAu@YeBW{@YeC_ByDqB_BaA[Ma@GaACq@Ko@c@[]We@gAoCIKKE]D_Cx@u@l@aDvGYb@ORu@n@_Ap@YBIC[[Wu@Yi@SOaEgA]EMBQNa@p@g@jAY|@Md@{@rEa@hBe@~@o@p@wAt@]f@Wt@_@fB}@~Cg@xAe@hAqE|Hs@rAe@bAo@nBG`@c@bBo@vD_@jBUj@[p@]`@c@Zc@R[Hu@@g@Gc@Oa@Y[[SYYi@Sq@}BeMUaA[{@g@aAW_@]_@i@]_A_@o@Ks@Ai@Fg@L}@d@w@t@c@n@gGrMwApC]h@c@b@i@b@a@Vk@Po@Lk@BwAK}HuBq@Ku@Eq@@y@Jg@Po@Vm@`@]Zk@p@gCrDq@p@m@`@sBv@[Rc@j@Sb@Sr@k@|AW`@_@^]Ra@LiEh@o@To@l@{AfC[^WToBfAiBpB}AbAu@~@}AfCg@l@aA`AK^QhBUp@u@~AEZAPF`AHx@kEzBkBr@UBi@Ag@Ks@UwNgF_@Ss@u@e@y@sCsH]u@k@q@q@e@c@Oe@G_@?e@Fa@JcAp@w@p@aB|Am@x@g@z@y@hBkAhDc@dBw@fD{AjIc@lBe@|Ag@pAi@|@}@jAm@h@e@Zo@Zw@VkBNmAG}Bo@{EiBwCw@wAYaIiAgIqBqF}AsC_Ao@][WWYYi@iAcCY]][q@]i@Mg@CqALc@PwCjB}@d@{@P_@BuAK_Ds@WAWDSHWVi@fA_AzB}AtCi@z@QR_@Pc@G[OyHsEW@SHKNOXS~@M`BGXIVOPMHy@BUFSLg@t@ITqBfI[z@KNwA|A[h@{F~M{@`BwCbEu@|@iCjCcApAcA`B}B~DcBfDu@fAoDlEu@t@}@n@oBdAwBv@{@H_C?oF~@eAIa@UYc@g@cA_@aAg@o@e@e@gAs@i@Kc@C]@m@Rq@`@oDsD}HsHmEcF_C}BkCeCuDuCoQkMgDuBsCuAaCo@gBWmAOi@Qg@e@s@eAKIQE[AiCv@QBKGG?CiBF}ACu@I}@YsASmAFO@SGQ`@qAr@oAh@k@t@oAFUFi@@g@Gk@Uo@k@mAq@cAmAoA}Aw@yBi@_B[G[KIO@KP}GaCq@QoEe@mGe@@e@BW\aBt@V
2023-01-24;RB 31;29230.0;FMZ;;05:07:00;8000240.0;Mainz Hbf;8.25965;50.00225;;;;;;;;;;;;
2023-01-24;RB 31;29230.0;FWFK;05:11:00;05:12:00;8006136.0;Mainz Waggonfabrik;8.23614;50.01619;2023-01-24;RB 31;29230.0;FMZ;;05:07:00;8000240.0;Mainz Hbf;8.25965;50.00225;0 days 00:08:00;_aepHyelq@XRf@w@x@q@b@HDMFc@JwDfDdBZ\LZbB`GDj@GfA[tAm@xA]PW?IEM[YkAIGWAyAp@yAbAwBjByA~Ay@hAkChGU~@uNx[eApCs@bCUh@yBtD_BxBoDvEyH|Ko@r@WWUMOCQBWTu@`AaE|Fc@\YLm@BaAMu@Ak@Di@XcK`I]RG|AA|ADvAh@hD`AnE\zBGv@QXY]Nk@aA_A
2023-01-24;RB 31;29230.0;FMMB;05:22:00;05:22:00;8003820.0;Mainz-Marienborn;8.22338;49.96336;2023-01-24;RB 31;29230.0;FWFK;05:11:00;05:12:00;8006136.0;Mainz Waggonfabrik;8.23614;50.01619;0 days 00:17:00;}wgpHmsgq@`A~@Oj@X\PY^?Vd@h@f@r@vAdBbCf@j@xAjAI~@BVvDzIbAxCj@bCd@tC?j@n@fGNp@h@fFLbEMhO?lALjN@xEIdFEjAtClAl@f@nDhB~@bAr@f@t@Vj@Jt@Bp@GxAYd@SdCqAhB{@b@I`ANd@CTEv@_@zBoApHyEn@UnAKd@B`@H`A^f@ZXHr@FV?h@I`@Oh@Ad@IRIj@c@h@i@`AeBdAgCdA{BdDsEp@gAlE}Jv@yAzA}B`AmAxA}AvAoA|BsAnHaDtDcBnS_IlKyElGmDpHyE`GwE~B_BzEcCdAa@pBi@nCc@fBI~BBfD\dCn@`ClA~@h@`ChBdCdCdA|AhB~B~FjIrFzINDJCHIf@eAZWPErCH`@MX]tGeM|@mBJYR_AFcADuA?g@N]VM~BpB`@h@`D`FlBhBf@ZtBz@~CvAv@Nv@VzB|NxAfHxApIWr@s@vCGJaBTuBd@_@B]IyCeB
2023-01-24;RB 31;29230.0;FKWO;05:26:00;05:26:00;8003316.0;Klein Winternheim-Ober Olm;8.20835;49.94083;2023-01-24;RB 31;29230.0;FMMB;05:22:00;05:22:00;8003820.0;Mainz-Marienborn;8.22338;49.96336;0 days 00:10:00;}m}oHgceq@xCdB\H^CtBe@`BUFKr@wCVs@yAqIyAgH{B}N~CVrCrBBSr@cSd@M\DRLPXxEvLP|@d@S~C_@`ADt@Pj@Vx@d@j@`@nAhApP~SdLjNzEdGXj@Px@Fr@BfDDp@LrALf@L^dEgG~B_DFHHDJAHGtAnDXfALlAL`CR~AV~@^r@t@fArE`F`LpL~@t@^d@@`@Ah@SVIT?TBPjChJbAdDbE~L
2023-01-24;RB 31;29230.0;FNOL;05:30:00;05:30:00;8004349.0;Nieder Olm;8.20559;49.90555;2023-01-24;RB 31;29230.0;FKWO;05:26:00;05:26:00;8003316.0;Klein Winternheim-Ober Olm;8.20835;49.94083;0 days 00:11:00;_ayoHiebq@cE_McAeDkCiJCQ?UHUf@m@JSjJvJ|AfBl@^|YhJlA\|ATtBh@d]xHjp@tOvGxAx@LtADtAKv@ShAe@~AaA`@ORC`@D\NXZ\p@X`BVdAJTRZVR^JvALxH\PsMDgANoAPm@b@u@j@e@v@QjCUzCa@zBk@~HcC`@vCd@vBHdCXCp@DJBxB|DRjA^MfGIVv@f@k@JSNe@^cBHGLCH@`@^
2023-01-24;RB 31;29230.0;FSLH;05:35:00;05:35:00;8004352.0;Saulheim;8.1558;49.87507;2023-01-24;RB 31;29230.0;FNOL;05:30:00;05:30:00;8004349.0;Nieder Olm;8.20559;49.90555;0 days 00:09:00;_eroHcsaq@jCxBpEzBrAt@^PlALdACHTP?Pz@N^b@b@zHrE^VrAlA\d@Vn@W\Ul@Ij@@p@Dd@H\Rd@`B|Bt@|A\pALr@Jv@VnCZ`FNzF@xDGpEKtE@~BFhALv@d@~AJRh@`A\^`@ZhE~Bt@n@xAbBtEpIlAjBlJlLT^hC|CRZ?LHVNJPE`Az@l@`@hBv@lA`@tB\pCl@z@XlBjA~@v@tCvCd_@ha@|FtGh^p`@Jd@DX?\m@bFW`GKhAOLCJAP@LLR?jAwAja@GrBBj@Fd@|C`D
2023-01-24;RB 31;29230.0;FWRR;05:39:00;05:41:00;8006534.0;Wörrstadt;8.11558;49.84862;2023-01-24;RB 31;29230.0;FSLH;05:35:00;05:35:00;8004352.0;Saulheim;8.1558;49.87507;0 days 00:10:00;_gloHuzwp@}CaDp@nClAhF^lBRxAn@tGD|AAzBRZdHtEvIhG~BtBnFhElFpEbHxFnBlBbDxDnAdBn@bBb@jC`@zKd@|Bp@nCRd@`B`GNb@jClMlAnFtAxCbDdFLVl@x@h@~@X\fUr]lBtAbVnH`KnF|GxDtF`EfA~@G\Cj@@p@Hr@@dF_A??dHuB??jB
2023-01-24;RB 31;29230.0;FARM;05:46:00;06:05:00;8000602.0;Armsheim;8.075;49.80949;2023-01-24;RB 31;29230.0;FWRR;05:39:00;05:41:00;8006534.0;Wörrstadt;8.11558;49.84862;0 days 00:19:00;qagoHmapp@?kBtB??eH~@?AeFIs@Aq@Bk@F]`@R|@AfAJd@l@Vp@xB`Q?jBH`BlBdMTfADLGHEN?TFRLHFA@R`@lExA`O|@zDt@vBdAfBrArAfBp@hCZdC|@h@Jz@Kb@M|Au@rA]@JHPFBN?JKDSAUGSN{@r@gNNuAv@gDlAqDdC`EfMhT\HNAd@U|J}KnBsBh@EVNR\Jz@Gv@}AzD]`CGzBI`Aa@vAi@nAg@~AAz@Z|@hClCr@vAzHxUlArBrGrJ~FtKzMrWxAnC`@hAn@v@dBfDd@hAHv@EhA_Ez_@{BfSOdAWhAaAvBc@`BMt@QnAGfBHxBRhBj@lBd@fAz@bAdFzEtKxIl@v@f@hAxI`XZpAHbA?jAOhB?r@RrAl@dKDxAb@AdKjDfBh@|k@bRfGlAHsAHoBjCkA\e@h@kAN}AT}A|AcEf@wBT{BLkBsB{@eAo@`@oMUWS]aEiYeCuSo@yBGs@CeA
2023-01-24;RB 31;29230.0;FAG;06:12:00;06:12:00;8000468.0;Albig;8.11714;49.7725;2023-01-24;RB 31;29230.0;FARM;05:46:00;06:05:00;8000602.0;Armsheim;8.075;49.80949;0 days 00:19:00;oj_oHy~gp@BdAFr@n@xBdCtS`EhYR\TVa@nMdAn@rBz@MjBUzBg@vB}AbEU|AO|Ai@jA]d@kCjAInBIrAlGvAfGzA|BtAnJfGhoA~x@xCbB`@Rh@LJLFRHHH?JCDKBSNOz@URQ~Au@~HsE|JeGdAy@h@w@Xe@Vq@\oAN}@tEi^LqC\_U@iADgAC{@MyC]wDiAgII_@YoBAY_CuP{\obCuAqJoGee@yKaw@UqBsEi\KqA?o@LEFGF[~j@`EjFXt@BpAEz@K`B_@lBk@lNcFbH}B|B}@tBaArAcApAmAvAcAlAk@fAUr@IxAAnAJ`AVrDvAhATvAJjEDJIBK@S?S}B}P_AqG
2023-01-24;RB 31;29230.0;FALZ;06:16:00;06:19:00;8000007.0;Alzey;8.10861;49.75168;2023-01-24;RB 31;29230.0;FAG;06:12:00;06:12:00;8000468.0;Albig;8.11714;49.7725;0 days 00:05:00;{exnHujpp@fDjVFl@CrBxB@rAGfC[fBe@~CqApK}E|B{@pCk@xAGpB\lAd@zB|AlD~D~@r@~@j@|@Xd@J~ALnJNn]ZdAGx@Sv@_@hCwAZ?hB\F^Vf@x@bAR`@vEbGO^OFKCa@g@
2023-01-24;RB 31;29230.0;FAZW;06:21:00;06:22:00;8007474.0;Alzey West;8.10726;49.74098;2023-01-24;RB 31;29230.0;FALZ;06:16:00;06:19:00;8000007.0;Alzey;8.10861;49.75168;0 days 00:07:00;g|snHubop@`@f@JBNGN_@dGtH`KtM`BjBfA`An@Tx@Pz@N\@b@UtGoEZtAhKlj@Z[jCkBlCoCV_@~@qCLUNQr@[RC\B?SC]g@qDQc@eE_G_DsC}AmDdBuD
2023-01-24;RB 31;29230.0;FWHM;06:25:00;06:26:00;8000327.0;Wahlheim(Alzey);8.11399;49.72257;2023-01-24;RB 31;29230.0;FAZW;06:21:00;06:22:00;8007474.0;Alzey West;8.10726;49.74098;0 days 00:09:00;m_rnHmlnp@eBtD|AlD~CrCdE~FPb@f@pDB\?R]CSBs@ZOPMT_ApCW^mCnCkCjB[ZiKmj@cAmE?_@DIJMj@YdEmCLOHW@SC]eAiI]{IScESoCDQFMHIz@Hf@CDHNJHANMDSAYPm@Te@b[uU|AoAvDqDbL{IpBkAxCwAf[}MfCdIt@tB~JzZjAjEv@fDt@nDfAnGpA[t@?LHh@p@d@\xALMgB
2023-01-24;RB 31;29230.0;FFRH;06:27:00;06:28:00;8000340.0;Freimersheim;8.08651;49.71078;2023-01-24;RB 31;29230.0;FWHM;06:25:00;06:26:00;8000327.0;Wahlheim(Alzey);8.11399;49.72257;0 days 00:05:00;glnnHuwop@LfBhBg@Hh@ZnA?pAHj@t@pALAn@i@L@nAbBz@nBhBvEl@rAjCnCd@v@pBpFlAdEvA~G?JQb@Kj@S|BwDxCKLOv@[`CcApGITOTjGlQjB`Ft@zA`A~AxAfAnMhLPXbBxEhAlDlAxCdBnBvDtB|AvBlDjDdAlCo@n@kBo@_Ao@
2023-01-24;RB 31;29230.0;FKIR;06:35:00;;8000652.0;Kirchheimbolanden;8.02307;49.66672;2023-01-24;RB 31;29230.0;FFRH;06:27:00;06:28:00;8000340.0;Freimersheim;8.08651;49.71078;0 days 00:13:00;salnHyojp@~@n@jBn@n@o@f@]LO|@sB|A_C\W`AUxCPpCJnEe@`@Dl@Pz@f@pOvLnBnB|C|EzFhKlD`GhDjEfBnBj@d@h@VZFV@rFIhAKhDo@v@Et@?r@LfCtBxBxAlAdB`@z@P|@d@pCj@_AjAuBVWJEbBXjIN`BPb[jKhAZvAVbFb@lh@hCfCDtCU`CYn@MZOf@e@Zg@LYTw@f@eCVm@\e@v@c@pBpJ^vBRvBLzB@lAc@lkA?~DJtM?dKKbFaD~y@U`FIjD?rCB|AH`BRpCf@xCn@rCt@bCb@`AvAnCf@x@bC|C|@nAt@|AZt@^nAZrAVbBV|CDzBE`CI`B]fDc@hC}ChOi@fEObCEtBB|BDrA\bEjEaA~C_A
2023-01-24;RB 31;29232.0;FMZ;;05:30:00;8000240.0;Mainz Hbf;8.25965;50.00225;;;;;;;;;;;;
2023-01-24;RB 31;29232.0;FWFK;05:34:00;05:34:00;8006136.0;Mainz Waggonfabrik;8.23614;50.01619;2023-01-24;RB 31;29232.0;FMZ;;05:30:00;8000240.0;Mainz Hbf;8.25965;50.00225;0 days 00:08:00;_aepHyelq@XRf@w@x@q@b@HDMFc@JwDfDdBZ\LZbB`GDj@GfA[tAm@xA]PW?IEM[YkAIGWAyAp@yAbAwBjByA~Ay@hAkChGU~@uNx[eApCs@bCUh@yBtD_BxBoDvEyH|Ko@r@WWUMOCQBWTu@`AaE|Fc@\YLm@BaAMu@Ak@Di@XcK`I]RG|AA|ADvAh@hD`AnE\zBGv@QXY]Nk@aA_A
