betriebstag;linie_railml;zugnummer;bhf;planzeit_an;planzeit_ab;ibnr;bhflang;x_koord;y_koord;betriebstag_vorher;linie_railml_vorher;zugnummer_vorher;bhf_vorher;planzeit_an_vorher;planzeit_ab_vorher;ibnr_vorher;bhflang_vorher;x_koord_vorher;y_koord_vorher;fahrtzeit_ersatzbus;Linienverlauf
2023-01-24;RB 31;29263.0;FALZ;14:31:00;14:34:00;8000007.0;Alzey;8.10861;49.75168;2023-01-24;RB 31;29263.0;FAZW;14:28:00;14:29:00;8007474.0;Alzey West;8.10726;49.74098;0 days 00:07:00;m_rnHmlnp@eBtD|AlD~CrCdE~FPb@f@pDB\?R]CSBs@ZOPMT_ApCW^mCnCkCjB[ZiKmj@[uAuGnEc@T]A{@Oy@Qo@UgAaAaBkBaKuMeGuHO^OFKCa@g@
2023-01-24;RB 31;29263.0;FAG;14:36:00;14:37:00;8000468.0;Albig;8.11714;49.7725;2023-01-24;RB 31;29263.0;FALZ;14:31:00;14:34:00;8000007.0;Alzey;8.10861;49.75168;0 days 00:05:00;g|snHubop@`@f@JBNGN_@wEcGSa@CQ?MFsAgEu@[?iCvAw@^y@ReAFo][oJO_BMe@K}@Y_Ak@_As@mD_E{B}AmAe@qB]yAFqCj@}Bz@kIxDeFtBgBd@gCZsAFaAAUYOc@Mu@Gm@gByM_AqG
2023-01-24;RB 31;29263.0;FARM;14:41:00;14:41:00;8000602.0;Armsheim;8.075;49.80949;2023-01-24;RB 31;29263.0;FAG;14:36:00;14:37:00;8000468.0;Albig;8.11714;49.7725;0 days 00:19:00;{exnHujpp@fDjVFl@CrBkEEwAKiAUsDwAaAWoAKyA@s@HgATmAj@wAbAqAlAsAbAuB`A}B|@cH|BiLdEIV?^Rv@`@fDVvA^vAh@bBbJhVpEbLjAhCnA|BfDnFdAnC^`BHdADnB]dIQtBo@`FGp@B|@Nt@Zh@PNLH^HfANLFd@d@Xl@Pr@F|@@x@Iz@Op@a@dAc@n@e@b@_@Rw@VkB`@_@V[h@Qr@G|@@`GC`DKfDq@`QM`EAbA_AnDC|@o@|F?~BE@kCdV_Bx[]zC}@tGeA|QEh@cBvFy@tB{A|F\vDFzACn@?~@FpAAhASbOIzDEfAGhAuEh^O|@]nAWp@Yd@i@v@eAx@}JdG_IrE_Bt@YBy@RS?QIOJWFgASyCcBioA_y@oJgG}BuAgG{AmGwAHsAHoBjCkA\e@h@kAN}AT}A|AcEf@wBT{BLkBsB{@eAo@`@oMUWS]aEiYeCuSo@yBGs@CeA
2023-01-24;RB 31;29263.0;FWRR;14:46:00;14:47:00;8006534.0;Wörrstadt;8.11558;49.84862;2023-01-24;RB 31;29263.0;FARM;14:41:00;14:41:00;8000602.0;Armsheim;8.075;49.80949;0 days 00:19:00;oj_oHy~gp@BdAFr@n@xBdCtS`EhYR\TVa@nMdAn@rBz@MjBUzBg@vB}AbEU|AO|Ai@jA]d@kCjAInBIrAgGmA}k@cRgBi@eKkDc@@EyAm@eKSsA?s@NiB?kAIcA[qAyIaXg@iAm@w@uKyIeF{E{@cAe@gAk@mBSiBIyBFgBPoALu@b@aB`AwBViANeAzBgS~D{_@DiAIw@e@iAeBgDkDqG{MsW_GuKsGsJmAsB{HyUs@wAiCmC[}@@{@f@_Bh@oA`@wAHaAF{B\aC|A{DFw@K{@S]WOi@DoBrB}J|Ke@TO@]IgMiTeCaEmApDw@fDOtAs@fNOz@QGOHGVALsA\}At@c@L{@Ji@KeC}@iC[gBq@sAsAeAgBu@wB}@{DyAaOa@mEASFCJS?[AIMOGAKBEMUgAiAuH?_@YyBMOEgA?kByBaQWq@e@m@gAK}@@a@SG\Cj@@p@Hr@@dF_A??dHuB??jB
2023-01-24;RB 31;29263.0;FSLH;14:51:00;14:51:00;8004352.0;Saulheim;8.1558;49.87507;2023-01-24;RB 31;29263.0;FWRR;14:46:00;14:47:00;8006534.0;Wörrstadt;8.11558;49.84862;0 days 00:10:00;qagoHmapp@?kBtB??eH~@?AeFIs@Aq@Bk@F]gA_AuFaE}GyDaKoFcVoHmBuA}Sw[i@{@k@kBe@i@m@YcDeFuAyCmAoFkCmMOc@aBaGSe@q@oCe@}Ba@{Kc@kCo@cBoAeBcDyDoBmBcHyFmFqEoFiE_CuBwIiGeHuES[@{BE}Ao@uGSyA_@mBmAiFq@oC|C`D
2023-01-24;RB 31;29263.0;FNOL;14:56:00;15:00:00;8004349.0;Nieder Olm;8.20559;49.90555;2023-01-24;RB 31;29263.0;FSLH;14:51:00;14:51:00;8004352.0;Saulheim;8.1558;49.87507;0 days 00:09:00;_gloHuzwp@}CaDGe@Ck@FsBvAka@JgAHCHKBM@OCOEKIG?iAVaGVuBXcA`@kAa`@mb@}FuGe_@ia@uCwC_Aw@mBkA{@YqCm@uB]mAa@kAi@oAeAe@g@IU@OAOEMOOI?QJUMkCyCYSmJmLmAkBuEqIyAcBu@o@iE_Ca@[]_@u@uAe@_BMw@GiAA_CJuEFqEAyDO{F[aFWoCKw@Ms@]qAu@}AaB}BSe@I]Ee@Aq@Hk@Tm@V]Wo@]e@sAmA_@W{HsEc@c@O_@Q{@HIB[KUQAKR?ReABmAM_@QsAu@qE{BkCyB
2023-01-24;RB 31;29263.0;FKWO;15:04:00;15:04:00;8003316.0;Klein Winternheim-Ober Olm;8.20835;49.94083;2023-01-24;RB 31;29263.0;FNOL;14:56:00;15:00:00;8004349.0;Nieder Olm;8.20559;49.90555;0 days 00:11:00;_eroHcsaq@a@_@IAMBIF_@bBOd@KRg@j@Ww@gGH_@LSkAyB}DKCq@EYBIeCe@wBa@wC_IbC{Bj@{C`@kCTw@Pk@d@c@t@Ql@OnAEfAQrMyH]wAM_@KWSS[KUWeAYaB]q@Y[]Oa@ESBa@N_B`AiAd@w@RuAJuAEy@MwGyAkp@uOw^iIi@a@YM_@?_@FkBe@}YiJm@_@}AgBkJwJKRg@l@IT?TBPjChJbAdDbE~L
2023-01-24;RB 31;29263.0;FMMB;15:08:00;15:13:00;8003820.0;Mainz-Marienborn;8.22338;49.96336;2023-01-24;RB 31;29263.0;FKWO;15:04:00;15:04:00;8003316.0;Klein Winternheim-Ober Olm;8.20835;49.94083;0 days 00:09:00;_ayoHiebq@cE_McAeDkCiJCQ?UHUf@m@JS_AgA_Au@aLqLsEaFu@gA_@s@W_AS_BMaCMmAYgAuAoDDKBO?OCOIMIEK@KFELCN@PDN_C~C{ClE[@WIWs@Ge@Eq@CgDGs@Qy@Yk@{EeGeLkNqP_ToAiAk@a@y@e@k@Wu@QaAE_D^k@CKe@yEwLQYSM]Ee@Ls@bSCRr@`Ad@|@Lb@VrANhAb@lD?z@N`C?h@CdAGrAyAr@aBdAWr@s@vCGJaBTuBd@_@B]IyCeB
2023-01-24;RB 31;29263.0;FMGO;15:17:00;15:18:00;8003817.0;Mainz-Gonsenheim;8.21676;49.9989;2023-01-24;RB 31;29263.0;FMMB;15:08:00;15:13:00;8003820.0;Mainz-Marienborn;8.22338;49.96336;0 days 00:13:00;}m}oHgceq@xCdB\H^CtBe@`BUFKr@wCVs@yAqIyAgH{B}Nw@Ww@O_DwAuB{@g@[mBiBaDaFa@i@]m@oBaBWFGJGVFzCGbAS~@KX}@lB{FzKa@\c@TODY@iBI_@Ba@T[f@a@NUA_CmD_BiCuE{Gi@q@gCwCq@q@eCeCaCiB_Ai@aCmAeCo@gD]_CCgBHoCb@qBh@eA`@{EbC_C~AaGvEqHxEmGlDmKxEoS~HuDbBoH`D}BrAwAnAyA|AaAlA{A|Bw@xAmE|Jq@fAeDrEeAzBeAfCaAdBRv@RpA@j@Fn@Rp@v@nBPr@^xBd@tE~@}BXgAYaGcAN
2023-01-24;RB 31;29263.0;FWFK;15:21:00;15:21:00;8006136.0;Mainz Waggonfabrik;8.23614;50.01619;2023-01-24;RB 31;29263.0;FMGO;15:17:00;15:18:00;8003817.0;Mainz-Gonsenheim;8.21676;49.9989;0 days 00:08:00;ujdpH_ycq@bAOX`GYfAa@`AOBIAQWWcC_@yBQs@w@oBSq@Go@Ak@@e@Cc@Mu@KYu@x@k@b@SHe@Hi@@c@Ey@Fk@Eg@Kg@CaA_@a@Ie@CoAJo@TqHxE{BnAw@^UDe@BaAOc@HiBz@eCpAe@RyAXq@Fu@Ck@Ku@Wm@a@_@]eAqA}C_B_@KuCmADkAHeFAyEMkN?mALiOMcEi@gFBc@AUs@gGMc@e@uCk@cCcAyCwD{ICWH_AyAkAg@k@eBcCs@wAq@eBS]GEKBGv@QXY]Nk@aA_A
2023-01-24;RB 31;29263.0;FMZ;15:25:00;;8000240.0;Mainz Hbf;8.25965;50.00225;2023-01-24;RB 31;29263.0;FWFK;15:21:00;15:21:00;8006136.0;Mainz Waggonfabrik;8.23614;50.01619;0 days 00:09:00;}wgpHmsgq@`A~@Oj@X\PY^?Vd@h@f@q@eBg@}AEgAs@uCc@oCE{@KyC?sAFgAbKaIh@Yj@Et@@`ALl@CXMb@]`E}Ft@aAVUPCNBTLVVn@s@xH}KnDwE~AyBxBuDTi@r@cCdAqCtNy[\c@zCkGv@wAbCiCfA_AbAq@`CgA~@SzHiAdA]Z?JJLPFRCl@IXGHkCv@i@HM]Oo@c@mB]oBqB_HUSm@_@{CuAI\CXExCALQRYLy@p@g@v@YS
2023-01-24;RB 31;29264.0;FALZ;;07:33:00;8000007.0;Alzey;8.10861;49.75168;;;;;;;;;;;;
2023-01-24;RB 31;29264.0;FAZW;07:35:00;07:37:00;8007474.0;Alzey West;8.10726;49.74098;2023-01-24;RB 31;29264.0;FALZ;;07:33:00;8000007.0;Alzey;8.10861;49.75168;0 days 00:07:00;g|snHubop@`@f@JBNGN_@dGtH`KtM`BjBfA`An@Tx@Pz@N\@b@UtGoEZtAhKlj@Z[jCkBlCoCV_@~@qCLUNQr@[RC\B?SC]g@qDQc@eE_G_DsC}AmDdBuD
2023-01-24;RB 31;29264.0;FWHM;07:40:00;07:41:00;8000327.0;Wahlheim(Alzey);8.11399;49.72257;2023-01-24;RB 31;29264.0;FAZW;07:35:00;07:37:00;8007474.0;Alzey West;8.10726;49.74098;0 days 00:09:00;m_rnHmlnp@eBtD|AlD~CrCdE~FPb@f@pDB\?R]CSBs@ZOPMT_ApCW^mCnCkCjB[ZiKmj@cAmE?_@DIJMj@YdEmCLOHW@SC]eAiI]{IScESoCDQFMHIz@Hf@CDHNJHANMDSAYPm@Te@b[uU|AoAvDqDbL{IpBkAxCwAf[}MfCdIt@tB~JzZjAjEv@fDt@nDfAnGpA[t@?LHh@p@d@\xALMgB
2023-01-24;RB 31;29264.0;FFRH;07:42:00;07:43:00;8000340.0;Freimersheim;8.08651;49.71078;2023-01-24;RB 31;29264.0;FWHM;07:40:00;07:41:00;8000327.0;Wahlheim(Alzey);8.11399;49.72257;0 days 00:05:00;glnnHuwop@LfBhBg@Hh@ZnA?pAHj@t@pALAn@i@L@nAbBz@nBhBvEl@rAjCnCd@v@pBpFlAdEvA~G?JQb@Kj@S|BwDxCKLOv@[`CcApGITOTjGlQjB`Ft@zA`A~AxAfAnMhLPXbBxEhAlDlAxCdBnBvDtB|AvBlDjDdAlCo@n@kBo@_Ao@
2023-01-24;RB 31;29264.0;FKIR;07:50:00;;8000652.0;Kirchheimbolanden;8.02307;49.66672;2023-01-24;RB 31;29264.0;FFRH;07:42:00;07:43:00;8000340.0;Freimersheim;8.08651;49.71078;0 days 00:13:00;salnHyojp@~@n@jBn@n@o@f@]LO|@sB|A_C\W`AUxCPpCJnEe@`@Dl@Pz@f@pOvLnBnB|C|EzFhKlD`GhDjEfBnBj@d@h@VZFV@rFIhAKhDo@v@Et@?r@LfCtBxBxAlAdB`@z@P|@d@pCj@_AjAuBVWJEbBXjIN`BPb[jKhAZvAVbFb@lh@hCfCDtCU`CYn@MZOf@e@Zg@LYTw@f@eCVm@\e@v@c@pBpJ^vBRvBLzB@lAc@lkA?~DJtM?dKKbFaD~y@U`FIjD?rCB|AH`BRpCf@xCn@rCt@bCb@`AvAnCf@x@bC|C|@nAt@|AZt@^nAZrAVbBV|CDzBE`CI`B]fDc@hC}ChOi@fEObCEtBB|BDrA\bEjEaA~C_A
2023-01-24;RB 31;29265.0;FKIR;;15:15:00;8000652.0;Kirchheimbolanden;8.02307;49.66672;;;;;;;;;;;;
2023-01-24;RB 31;29265.0;FFRH;15:21:00;15:22:00;8000340.0;Freimersheim;8.08651;49.71078;2023-01-24;RB 31;29265.0;FKIR;;15:15:00;8000652.0;Kirchheimbolanden;8.02307;49.66672;0 days 00:13:00;eqcnHq_~o@_D~@kE`A]cEEsAC}BDuBNcCh@gE|CiOb@iC\gDHaBDaCE{BW}CWcB[sA_@oA[u@u@}A}@oAcC}Cg@y@wAoCc@aAu@cCo@sCg@yCSqCIaBC}A?sCHkDTaF`D_z@JcF?eKKuM?_Eb@mkAAmAM{BSwB_@wBqBqJw@b@]d@Wl@g@dCUv@MX[f@g@d@[No@LaCXuCTgCEmh@iCcFc@wAWiA[c[kKaBQkIOcBYKDWVkAtBk@~@e@qCQ}@a@{@mAeByByAgCuBs@Mu@?w@DiDn@iAJsFHWA[Gi@Wk@e@gBoBiDkEmDaG{FiK}C}EoBoBqOwL{@g@m@Qa@EoEd@qCKyCQaAT]V}A~B}@rBMNg@\o@n@kBo@_Ao@
2023-01-24;RB 31;29265.0;FWHM;15:24:00;15:25:00;8000327.0;Wahlheim(Alzey);8.11399;49.72257;2023-01-24;RB 31;29265.0;FFRH;15:21:00;15:22:00;8000340.0;Freimersheim;8.08651;49.71078;0 days 00:05:00;salnHyojp@~@n@jBn@n@o@eAmCmDkD}AwBwDuBeBoBmAyCiAmDcByEQYoMiLyAgAaA_Bu@{AkBaFkGmQNUHUbAqGZaCNw@JMvDyCR}BJk@Pc@?KwA_HmAeEqBqFe@w@kCoCm@sAiBwE{@oBoAcBMAo@h@M@u@qAIk@?qA[oAIi@iBf@MgB
2023-01-24;RB 31;29265.0;FAZW;15:28:00;15:29:00;8007474.0;Alzey West;8.10726;49.74098;2023-01-24;RB 31;29265.0;FWHM;15:24:00;15:25:00;8000327.0;Wahlheim(Alzey);8.11399;49.72257;0 days 00:09:00;glnnHuwop@LfByAMe@]i@q@MIu@?qAZgAoGu@oDw@gDkAkE_K{Zu@uBgCeIg[|MyCvAqBjAcLzIwDpD}AnAc\lVY`@S@GFGTgA^YCIHGLEPRnCRbE\zIdAhIB\ARIVMNeElCk@XKLEH?^bAlEhKlj@Z[jCkBlCoCV_@~@qCLUNQr@[RC\B?SC]g@qDQc@eE_G_DsC}AmDdBuD
2023-01-24;RB 31;29265.0;FALZ;15:31:00;15:34:00;8000007.0;Alzey;8.10861;49.75168;2023-01-24;RB 31;29265.0;FAZW;15:28:00;15:29:00;8007474.0;Alzey West;8.10726;49.74098;0 days 00:07:00;m_rnHmlnp@eBtD|AlD~CrCdE~FPb@f@pDB\?R]CSBs@ZOPMT_ApCW^mCnCkCjB[ZiKmj@[uAuGnEc@T]A{@Oy@Qo@UgAaAaBkBaKuMeGuHO^OFKCa@g@
2023-01-24;RB 31;29265.0;FAG;15:36:00;15:37:00;8000468.0;Albig;8.11714;49.7725;2023-01-24;RB 31;29265.0;FALZ;15:31:00;15:34:00;8000007.0;Alzey;8.10861;49.75168;0 days 00:05:00;g|snHubop@`@f@JBNGN_@wEcGSa@CQ?MFsAgEu@[?iCvAw@^y@ReAFo][oJO_BMe@K}@Y_Ak@_As@mD_E{B}AmAe@qB]yAFqCj@}Bz@kIxDeFtBgBd@gCZsAFaAAUYOc@Mu@Gm@gByM_AqG
2023-01-24;RB 31;29265.0;FARM;15:41:00;15:41:00;8000602.0;Armsheim;8.075;49.80949;2023-01-24;RB 31;29265.0;FAG;15:36:00;15:37:00;8000468.0;Albig;8.11714;49.7725;0 days 00:19:00;{exnHujpp@fDjVFl@CrBkEEwAKiAUsDwAaAWoAKyA@s@HgATmAj@wAbAqAlAsAbAuB`A}B|@cH|BiLdEIV?^Rv@`@fDVvA^vAh@bBbJhVpEbLjAhCnA|BfDnFdAnC^`BHdADnB]dIQtBo@`FGp@B|@Nt@Zh@PNLH^HfANLFd@d@Xl@Pr@F|@@x@Iz@Op@a@dAc@n@e@b@_@Rw@VkB`@_@V[h@Qr@G|@@`GC`DKfDq@`QM`EAbA_AnDC|@o@|F?~BE@kCdV_Bx[]zC}@tGeA|QEh@cBvFy@tB{A|F\vDFzACn@?~@FpAAhASbOIzDEfAGhAuEh^O|@]nAWp@Yd@i@v@eAx@}JdG_IrE_Bt@YBy@RS?QIOJWFgASyCcBioA_y@oJgG}BuAgG{AmGwAHsAHoBjCkA\e@h@kAN}AT}A|AcEf@wBT{BLkBsB{@eAo@`@oMUWS]aEiYeCuSo@yBGs@CeA
2023-01-24;RB 31;29265.0;FWRR;15:46:00;15:47:00;8006534.0;Wörrstadt;8.11558;49.84862;2023-01-24;RB 31;29265.0;FARM;15:41:00;15:41:00;8000602.0;Armsheim;8.075;49.80949;0 days 00:19:00;oj_oHy~gp@BdAFr@n@xBdCtS`EhYR\TVa@nMdAn@rBz@MjBUzBg@vB}AbEU|AO|Ai@jA]d@kCjAInBIrAgGmA}k@cRgBi@eKkDc@@EyAm@eKSsA?s@NiB?kAIcA[qAyIaXg@iAm@w@uKyIeF{E{@cAe@gAk@mBSiBIyBFgBPoALu@b@aB`AwBViANeAzBgS~D{_@DiAIw@e@iAeBgDkDqG{MsW_GuKsGsJmAsB{HyUs@wAiCmC[}@@{@f@_Bh@oA`@wAHaAF{B\aC|A{DFw@K{@S]WOi@DoBrB}J|Ke@TO@]IgMiTeCaEmApDw@fDOtAs@fNOz@QGOHGVALsA\}At@c@L{@Ji@KeC}@iC[gBq@sAsAeAgBu@wB}@{DyAaOa@mEASFCJS?[AIMOGAKBEMUgAiAuH?_@YyBMOEgA?kByBaQWq@e@m@gAK}@@a@SG\Cj@@p@Hr@@dF_A??dHuB??jB
2023-01-24;RB 31;29265.0;FSLH;15:51:00;15:51:00;8004352.0;Saulheim;8.1558;49.87507;2023-01-24;RB 31;29265.0;FWRR;15:46:00;15:47:00;8006534.0;Wörrstadt;8.11558;49.84862;0 days 00:10:00;qagoHmapp@?kBtB??eH~@?AeFIs@Aq@Bk@F]gA_AuFaE}GyDaKoFcVoHmBuA}Sw[i@{@k@kBe@i@m@YcDeFuAyCmAoFkCmMOc@aBaGSe@q@oCe@}Ba@{Kc@kCo@cBoAeBcDyDoBmBcHyFmFqEoFiE_CuBwIiGeHuES[@{BE}Ao@uGSyA_@mBmAiFq@oC|C`D
2023-01-24;RB 31;29265.0;FNOL;15:56:00;16:00:00;8004349.0;Nieder Olm;8.20559;49.90555;2023-01-24;RB 31;29265.0;FSLH;15:51:00;15:51:00;8004352.0;Saulheim;8.1558;49.87507;0 days 00:09:00;_gloHuzwp@}CaDGe@Ck@FsBvAka@JgAHCHKBM@OCOEKIG?iAVaGVuBXcA`@kAa`@mb@}FuGe_@ia@uCwC_Aw@mBkA{@YqCm@uB]mAa@kAi@oAeAe@g@IU@OAOEMOOI?QJUMkCyCYSmJmLmAkBuEqIyAcBu@o@iE_Ca@[]_@u@uAe@_BMw@GiAA_CJuEFqEAyDO{F[aFWoCKw@Ms@]qAu@}AaB}BSe@I]Ee@Aq@Hk@Tm@V]Wo@]e@sAmA_@W{HsEc@c@O_@Q{@HIB[KUQAKR?ReABmAM_@QsAu@qE{BkCyB
2023-01-24;RB 31;29265.0;FKWO;16:04:00;16:04:00;8003316.0;Klein Winternheim-Ober Olm;8.20835;49.94083;2023-01-24;RB 31;29265.0;FNOL;15:56:00;16:00:00;8004349.0;Nieder Olm;8.20559;49.90555;0 days 00:11:00;_eroHcsaq@a@_@IAMBIF_@bBOd@KRg@j@Ww@gGH_@LSkAyB}DKCq@EYBIeCe@wBa@wC_IbC{Bj@{C`@kCTw@Pk@d@c@t@Ql@OnAEfAQrMyH]wAM_@KWSS[KUWeAYaB]q@Y[]Oa@ESBa@N_B`AiAd@w@RuAJuAEy@MwGyAkp@uOw^iIi@a@YM_@?_@FkBe@}YiJm@_@}AgBkJwJKRg@l@IT?TBPjChJbAdDbE~L
2023-01-24;RB 31;29265.0;FMMB;16:08:00;16:13:00;8003820.0;Mainz-Marienborn;8.22338;49.96336;2023-01-24;RB 31;29265.0;FKWO;16:04:00;16:04:00;8003316.0;Klein Winternheim-Ober Olm;8.20835;49.94083;0 days 00:09:00;_ayoHiebq@cE_McAeDkCiJCQ?UHUf@m@JS_AgA_Au@aLqLsEaFu@gA_@s@W_AS_BMaCMmAYgAuAoDDKBO?OCOIMIEK@KFELCN@PDN_C~C{ClE[@WIWs@Ge@Eq@CgDGs@Qy@Yk@{EeGeLkNqP_ToAiAk@a@y@e@k@Wu@QaAE_D^k@CKe@yEwLQYSM]Ee@Ls@bSCRr@`Ad@|@Lb@VrANhAb@lD?z@N`C?h@CdAGrAyAr@aBdAWr@s@vCGJaBTuBd@_@B]IyCeB
2023-01-24;RB 31;29265.0;FMGO;16:17:00;16:18:00;8003817.0;Mainz-Gonsenheim;8.21676;49.9989;2023-01-24;RB 31;29265.0;FMMB;16:08:00;16:13:00;8003820.0;Mainz-Marienborn;8.22338;49.96336;0 days 00:13:00;}m}oHgceq@xCdB\H^CtBe@`BUFKr@wCVs@yAqIyAgH{B}Nw@Ww@O_DwAuB{@g@[mBiBaDaFa@i@]m@oBaBWFGJGVFzCGbAS~@KX}@lB{FzKa@\c@TODY@iBI_@Ba@T[f@a@NUA_CmD_BiCuE{Gi@q@gCwCq@q@eCeCaCiB_Ai@aCmAeCo@gD]_CCgBHoCb@qBh@eA`@{EbC_C~AaGvEqHxEmGlDmKxEoS~HuDbBoH`D}BrAwAnAyA|AaAlA{A|Bw@xAmE|Jq@fAeDrEeAzBeAfCaAdBRv@RpA@j@Fn@Rp@v@nBPr@^xBd@tE~@}BXgAYaGcAN
2023-01-24;RB 31;29265.0;FWFK;16:21:00;16:21:00;8006136.0;Mainz Waggonfabrik;8.23614;50.01619;2023-01-24;RB 31;29265.0;FMGO;16:17:00;16:18:00;8003817.0;Mainz-Gonsenheim;8.21676;49.9989;0 days 00:08:00;ujdpH_ycq@bAOX`GYfAa@`AOBIAQWWcC_@yBQs@w@oBSq@Go@Ak@@e@Cc@Mu@KYu@x@k@b@SHe@Hi@@c@Ey@Fk@Eg@Kg@CaA_@a@Ie@CoAJo@TqHxE{BnAw@^UDe@BaAOc@HiBz@eCpAe@RyAXq@Fu@Ck@Ku@Wm@a@_@]eAqA}C_B_@KuCmADkAHeFAyEMkN?mALiOMcEi@gFBc@AUs@gGMc@e@uCk@cCcAyCwD{ICWH_AyAkAg@k@eBcCs@wAq@eBS]GEKBGv@QXY]Nk@aA_A
2023-01-24;RB 31;29265.0;FMZ;16:28:00;;8000240.0;Mainz Hbf;8.25965;50.00225;2023-01-24;RB 31;29265.0;FWFK;16:21:00;16:21:00;8006136.0;Mainz Waggonfabrik;8.23614;50.01619;0 days 00:09:00;}wgpHmsgq@`A~@Oj@X\PY^?Vd@h@f@q@eBg@}AEgAs@uCc@oCE{@KyC?sAFgAbKaIh@Yj@Et@@`ALl@CXMb@]`E}Ft@aAVUPCNBTLVVn@s@xH}KnDwE~AyBxBuDTi@r@cCdAqCtNy[\c@zCkGv@wAbCiCfA_AbAq@`CgA~@SzHiAdA]Z?JJLPFRCl@IXGHkCv@i@HM]Oo@c@mB]oBqB_HUSm@_@{CuAI\CXExCALQRYLy@p@g@v@YS
2023-01-24;RB 31;29266.0;FF;;17:56:00;8000105.0;Frankfurt(Main)Hbf;8.66477;50.10829;;;;;;;;;;;;
2023-01-24;RB 31;29266.0;FMZ;18:24:00;18:33:00;8000240.0;Mainz Hbf;8.25965;50.00225;2023-01-24;RB 31;29266.0;FF;;17:56:00;8000105.0;Frankfurt(Main)Hbf;8.66477;50.10829;0 days 00:53:00;qxypHai{s@j@tBs@jEkD`Kq@tAT~@bBbGvA~D~\bkA~A`IDf@Z|AHr@zIhqBb@~Hr@nP^`M^zFR|EXzTBjFKx]GrE@dLLdYArID|KDtAAlD@~GDxDCzBF~ZBdDB|@RtBN`A^jBp@rBZr@t@lA`B|Bp\xc@dN`RfMrPlArAdCbCvJtI`FvEfAhAhAtAdClDfAhBfBjDx@lB`BpEp@rBl@vBz@rDn@`DnAhHvBvMh@rCtAdG`@~A`BtF~DtKpAfE~@vDd@fCt@nFVrCZrFJpFExEc@nNuA|[UfHEpCAdD@`DHpDVhEh@bFj@rD`Iv`@|ApI`@hCb@hEXnED`BFjECfEKlE]bFg@dFW`Bm@dBa@j@i@`@qA^a@TuC~C[h@Qn@G~@Ab@Gp@GRQ^oABoACkAOkA]c@SeAo@yBoBOPIXCl@BZz@tEb@bB`@pAb@lAd@bA~@~AvAbBl@j@rAz@jDfBr@j@l@t@l@~@n@~AnK|]Hb@^~BLn@HN\f@pBpBz@bANXPd@n@`DpAdEBRBv@E`@Md@mJjNMb@Eh@?TFh@DR~HrQ`BfDnA~BfBxDt@pBfIhS`AhCjB|G~ClHERBTHLLAdC~K|BjNbAnFvKdb@dFzUzEzRbAfD`A`CfBxC`KbMr@dAn@jAj@nAh@tAb@xAfCfJh@bBz@nBnCdFfF~IjRbWdAxAtCrDlGnGjFhFxBbCpAnBp@v@|DdG`BxBhBpCPh@hH~[n@hCx@dClAvCdExGjBnClE`Hl@z@bF~Fj@dA|CrG`E~ItKhUtF|LxCjGfB|DfA|BrApBfArAh@`A@LDJFFL@JIn@RvFvDVR|@bARh@t@bDHbA@vACbAGlAMn@[|@kAfBWl@Ut@WhAUjBAt@Bt@L~@VlA~BxIb@zBfAzH^`CRdArA|EnElNjBlGj@hCf@jCx@xF~AbJhAxE^tCRvC@bDq@tZ?`Bc@dRYtHe@zJqAfRuA|NqAxKcChRk@fFs@hIUdD]nHGjBK~FCvF@`CLwADSNc@VYJIZGbDWVKPQLYJe@JuA@i@zFB~GN?HFNNBFGDSl@BlBIdDWlBWEbFe@pS?d@Fl@Ld@LTVRfAr@CL@J@JHFL@DEDOlDzAh@^?PJPNARJ|AxAhCrBZRv@^h@Nz@Dt@GhAe@`DeBhAWt@CvAFJFHLz@lCj@pAj@rBN`ALdB^bJ\hEP~A\`Cf@rCPr@|AjEb@xAb@rBb@tDRdCdAvFb@dDb@pIT`BzAfJ^nDTlDr@jO@vBQnCeArKy@hLm@dHeArNGtBAhL@`ADlAJ`Bv@lIJxCXzL`B`YApB@xO?x\@zEDhCJjAR|ARbA|CxLXfBl@pHBt@?x@E|@Ed@Sx@Ob@uClG]~@eAxBu@pAc@h@sBvBOHMPGTEV?XNnAHRJNTNv@Ad@DTHVRZd@bOnf@Bj@Ap@I\WZiCvBu@j@Ob@AR@THPtA`BPJl@z@zUxZfIhKVt@H`@B^EvEOfHC`@m@_@{CuAI\CXExCALQRYLy@p@g@v@YS
2023-01-24;RB 31;29266.0;FWFK;18:36:00;18:37:00;8006136.0;Mainz Waggonfabrik;8.23614;50.01619;2023-01-24;RB 31;29266.0;FMZ;18:24:00;18:33:00;8000240.0;Mainz Hbf;8.25965;50.00225;0 days 00:08:00;_aepHyelq@XRf@w@x@q@b@HDMFc@JwDfDdBZ\LZbB`GDj@GfA[tAm@xA]PW?IEM[YkAIGWAyAp@yAbAwBjByA~Ay@hAkChGU~@uNx[eApCs@bCUh@yBtD_BxBoDvEyH|Ko@r@WWUMOCQBWTu@`AaE|Fc@\YLm@BaAMu@Ak@Di@XcK`I]RG|AA|ADvAh@hD`AnE\zBGv@QXY]Nk@aA_A
